"medcode","readcode","Description","CodingSystem","source"
72411,"F491700","Better eye: moderate VI, Lesser eye: near total VI","readcode","BLI098"
73224,"F492300","Better eye: moderate VI, Lesser eye: low vision unspecified","readcode","BLI098"
73534,"F4H6z00","Other visual pathway disorder NOS","readcode","BLI098"
96455,"F490400","Better eye: near total VI, Lesser eye: near total VI","readcode","BLI098"
98637,"FyuL.00","[X]Visual disturbances and blindness","readcode","BLI098"
98672,"F490200","Better eye: near total VI, Lesser eye: unspecified","readcode","BLI098"
99165,"F495200","Lesser eye: total VI, Better eye: near normal vision","readcode","BLI098"
99166,"F495300","Lesser eye: total VI, Better eye: normal vision","readcode","BLI098"
99191,"F490600","Better eye: profound VI, Lesser eye: total VI","readcode","BLI098"
99504,"F491100","Better eye: severe VI, Lesser eye: blind, unspecified","readcode","BLI098"
100755,"F496400","Lesser eye: moderate VI, Better eye: unspecified","readcode","BLI098"
100999,"668D.00","Registered sight impaired","readcode","BLI098"
101051,"6689.11","Registered severely sight impaired","readcode","BLI098"
104077,"F49A.00","Blindness, monocular","readcode","BLI098"
104087,"F496100","Lesser eye: severe VI, Better eye: unspecified","readcode","BLI098"
104666,"F499.00","Mild or no visual impairment, binocular","readcode","BLI098"
104853,"F497.00","Severe visual impairment, binocular","readcode","BLI098"
105206,"F49B.00","Severe visual impairment, monocular","readcode","BLI098"
105493,"F49C.00","Moderate visual impairment, monocular","readcode","BLI098"
105665,"F498.00","Moderate visual impairment, binocular","readcode","BLI098"
2195,"H34..00","Bronchiectasis","readcode","BRO050"
20364,"H340.00","Recurrent bronchiectasis","readcode","BRO050"
32679,"H34z.00","Bronchiectasis NOS","readcode","BRO050"
41491,"H341.00","Post-infective bronchiectasis","readcode","BRO050"
318,"B210.00","Malignant neoplasm of glottis","readcode","CAN023"
319,"B21..00","Malignant neoplasm of larynx","readcode","CAN023"
348,"B34..11","Ca female breast","readcode","CAN023"
779,"B49..00","Malignant neoplasm of urinary bladder","readcode","CAN023"
780,"B46..00","Malignant neoplasm of prostate","readcode","CAN023"
865,"B32..00","Malignant melanoma of skin","readcode","CAN023"
1056,"B5z..00","Malignant neoplasm of other and unspecified site NOS","readcode","CAN023"
1062,"B10..00","Malignant neoplasm of oesophagus","readcode","CAN023"
1220,"B13..00","Malignant neoplasm of colon","readcode","CAN023"
1481,"B600.00","Reticulosarcoma","readcode","CAN023"
1599,"B4A0.00","Malignant neoplasm of kidney parenchyma","readcode","CAN023"
1800,"B141.00","Malignant neoplasm of rectum","readcode","CAN023"
1952,"B580.00","Secondary malignant neoplasm of kidney","readcode","CAN023"
1986,"B440.11","Cancer of ovary","readcode","CAN023"
2462,"B61..00","Hodgkin's disease","readcode","CAN023"
2587,"B22z.11","Lung cancer","readcode","CAN023"
2744,"B40..00","Malignant neoplasm of uterus, part unspecified","readcode","CAN023"
2747,"B41..00","Malignant neoplasm of cervix uteri","readcode","CAN023"
2815,"B133.00","Malignant neoplasm of sigmoid colon","readcode","CAN023"
2890,"B430200","Malignant neoplasm of endometrium of corpus uteri","readcode","CAN023"
2961,"B47z.11","Seminoma of testis","readcode","CAN023"
3213,"B430.00","Malignant neoplasm of corpus uteri, excluding isthmus","readcode","CAN023"
3230,"B41..11","Cervical carcinoma (uterus)","readcode","CAN023"
3357,"B1...11","Carcinoma of digestive organs and peritoneum","readcode","CAN023"
3541,"B48..00","Malignant neoplasm of penis and other male genital organs","readcode","CAN023"
3604,"B627.00","Non - Hodgkin's lymphoma","readcode","CAN023"
3811,"B134.00","Malignant neoplasm of caecum","readcode","CAN023"
3903,"B22z.00","Malignant neoplasm of bronchus or lung NOS","readcode","CAN023"
3968,"B34..00","Malignant neoplasm of female breast","readcode","CAN023"
4072,"B680.00","Acute leukaemia NOS","readcode","CAN023"
4137,"B570.00","Secondary malignant neoplasm of lung","readcode","CAN023"
4218,"B541.00","Malignant neoplasm of parathyroid gland","readcode","CAN023"
4222,"B64..11","Lymphatic leukaemia","readcode","CAN023"
4250,"B68z.00","Leukaemia NOS","readcode","CAN023"
4251,"B640.00","Acute lymphoid leukaemia","readcode","CAN023"
4388,"B020.00","Malignant neoplasm of parotid gland","readcode","CAN023"
4403,"B577.11","Liver metastases","readcode","CAN023"
4413,"B650.00","Acute myeloid leukaemia","readcode","CAN023"
4554,"B454.00","Malignant neoplasm of vulva unspecified","readcode","CAN023"
4555,"B45..00","Malig neop of other and unspecified female genital organs","readcode","CAN023"
4865,"B10z.11","Oesophageal cancer","readcode","CAN023"
4870,"B625.11","Histiocytosis X (acute, progressive)","readcode","CAN023"
4944,"B630.00","Multiple myeloma","readcode","CAN023"
5062,"B30..11","Chondroma","readcode","CAN023"
5137,"B624.11","Leukaemic reticuloendotheliosis","readcode","CAN023"
5179,"B620.00","Nodular lymphoma (Brill - Symmers disease)","readcode","CAN023"
5198,"B583000","Secondary malignant neoplasm of brain","readcode","CAN023"
5199,"B583200","Cerebral metastasis","readcode","CAN023"
5637,"B53..00","Malignant neoplasm of thyroid gland","readcode","CAN023"
5842,"B58..00","Secondary malignant neoplasm of other specified sites","readcode","CAN023"
5901,"B141.12","Rectal carcinoma","readcode","CAN023"
6115,"B6y0.00","Myeloproliferative disorder","readcode","CAN023"
6170,"B590.11","Carcinomatosis","readcode","CAN023"
6471,"B57..11","Metastases of respiratory and/or digestive systems","readcode","CAN023"
6701,"B565.00","Secondary and unspec malig neop intrapelvic lymph nodes","readcode","CAN023"
6806,"B12..00","Malignant neoplasm of small intestine and duodenum","readcode","CAN023"
6935,"B131.00","Malignant neoplasm of transverse colon","readcode","CAN023"
7046,"B43..00","Malignant neoplasm of body of uterus","readcode","CAN023"
7176,"B65..00","Myeloid leukaemia","readcode","CAN023"
7219,"B141.11","Carcinoma of rectum","readcode","CAN023"
7484,"B226.00","Mesothelioma","readcode","CAN023"
7654,"B585.00","Secondary malignant neoplasm of bone and bone marrow","readcode","CAN023"
7740,"B470200","Seminoma of undescended testis","readcode","CAN023"
7805,"B440.00","Malignant neoplasm of ovary","readcode","CAN023"
7830,"B56..11","Lymph node metastases","readcode","CAN023"
7940,"ByuDF11","[X]Non-Hodgkin's lymphoma NOS","readcode","CAN023"
7978,"B4A0000","Hypernephroma","readcode","CAN023"
7982,"B161200","Malignant neoplasm of common bile duct","readcode","CAN023"
8154,"B576200","Malignant ascites","readcode","CAN023"
8166,"B17..00","Malignant neoplasm of pancreas","readcode","CAN023"
8386,"B11..00","Malignant neoplasm of stomach","readcode","CAN023"
8550,"B542000","Malignant neoplasm of pituitary gland","readcode","CAN023"
8625,"B641.00","Chronic lymphoid leukaemia","readcode","CAN023"
8649,"ByuDF00","[X]Non-Hodgkin's lymphoma, unspecified type","readcode","CAN023"
8693,"B5...11","Carcinoma of other and unspecified sites","readcode","CAN023"
8771,"B170.00","Malignant neoplasm of head of pancreas","readcode","CAN023"
8918,"B15..00","Malignant neoplasm of liver and intrahepatic bile ducts","readcode","CAN023"
9030,"B55..00","Malignant neoplasm of other and ill-defined sites","readcode","CAN023"
9088,"B130.00","Malignant neoplasm of hepatic flexure of colon","readcode","CAN023"
9118,"B13z.11","Colonic cancer","readcode","CAN023"
9237,"B21z.00","Malignant neoplasm of larynx NOS","readcode","CAN023"
9470,"B34z.00","Malignant neoplasm of female breast NOS","readcode","CAN023"
9476,"B471100","Teratoma of descended testis","readcode","CAN023"
9491,"B142.11","Anal carcinoma","readcode","CAN023"
9505,"B582600","Secondary malignant neoplasm of skin of breast","readcode","CAN023"
9600,"B232.00","Mesothelioma of pleura","readcode","CAN023"
9618,"B56..00","Secondary and unspecified malignant neoplasm of lymph nodes","readcode","CAN023"
9622,"B525.00","Malignant neoplasm of cauda equina","readcode","CAN023"
9902,"B3...11","Carcinoma of bone, connective tissue, skin and breast","readcode","CAN023"
9984,"B00..11","Carcinoma of lip","readcode","CAN023"
10283,"B01..00","Malignant neoplasm of tongue","readcode","CAN023"
10314,"B057.00","Overlapping lesion of other and unspecified parts of mouth","readcode","CAN023"
10358,"B222.00","Malignant neoplasm of upper lobe, bronchus or lung","readcode","CAN023"
10368,"B11..11","Gastric neoplasm","readcode","CAN023"
10698,"B450100","Malignant neoplasm of vaginal vault","readcode","CAN023"
10726,"B651.00","Chronic myeloid leukaemia","readcode","CAN023"
10851,"B51..11","Cerebral tumour - malignant","readcode","CAN023"
10864,"B132.00","Malignant neoplasm of descending colon","readcode","CAN023"
10946,"B136.00","Malignant neoplasm of ascending colon","readcode","CAN023"
10949,"B162.00","Malignant neoplasm of ampulla of Vater","readcode","CAN023"
10995,"B5...00","Malignant neoplasm of other and unspecified sites","readcode","CAN023"
11009,"B1z..00","Malig neop oth/ill-defined sites digestive tract/peritoneum","readcode","CAN023"
11035,"B593.00","Primary malignant neoplasm of unknown site","readcode","CAN023"
11628,"B1z0.11","Cancer of bowel","readcode","CAN023"
11991,"B454.11","Primary vulval cancer","readcode","CAN023"
12006,"B621.00","Mycosis fungoides","readcode","CAN023"
12323,"B6...00","Malignant neoplasm of lymphatic and haemopoietic tissue","readcode","CAN023"
12335,"B62y.00","Malignant lymphoma NOS","readcode","CAN023"
12389,"B4A1.00","Malignant neoplasm of renal pelvis","readcode","CAN023"
12464,"B62x200","Peripheral T-cell lymphoma","readcode","CAN023"
12490,"B550200","Malignant neoplasm of nose NOS","readcode","CAN023"
12499,"Byu6.00","[X]Malignant neoplasm of breast","readcode","CAN023"
12539,"B3...12","Sarcoma of bone and connective tissue","readcode","CAN023"
12582,"B224100","Malignant neoplasm of lower lobe of lung","readcode","CAN023"
12870,"B221.00","Malignant neoplasm of main bronchus","readcode","CAN023"
13243,"B22..00","Malignant neoplasm of trachea, bronchus and lung","readcode","CAN023"
13252,"B4...00","Malignant neoplasm of genitourinary organ","readcode","CAN023"
13559,"B4A..00","Malig neop of kidney and other unspecified urinary organs","readcode","CAN023"
13569,"B590.00","Disseminated malignancy NOS","readcode","CAN023"
14712,"B00..00","Malignant neoplasm of lip","readcode","CAN023"
14792,"B05..00","Malignant neoplasm of other and unspecified parts of mouth","readcode","CAN023"
14800,"B11z.00","Malignant neoplasm of stomach NOS","readcode","CAN023"
15027,"B62yz00","Malignant lymphoma NOS","readcode","CAN023"
15036,"B626.00","Malignant mast cell tumours","readcode","CAN023"
15103,"B577.00","Secondary malignant neoplasm of liver","readcode","CAN023"
15148,"B47..00","Malignant neoplasm of testis","readcode","CAN023"
15182,"B31z.00","Malignant neoplasm of connective and soft tissue, site NOS","readcode","CAN023"
15211,"B630.12","Myelomatosis","readcode","CAN023"
15221,"B220.00","Malignant neoplasm of trachea","readcode","CAN023"
15223,"B4A2.00","Malignant neoplasm of ureter","readcode","CAN023"
15504,"B62y800","Malignant lymphoma NOS of lymph nodes of multiple sites","readcode","CAN023"
15507,"B56z.00","Secondary and unspec malig neop lymph nodes NOS","readcode","CAN023"
15644,"B4A3.00","Malignant neoplasm of urethra","readcode","CAN023"
15684,"B204.00","Malignant neoplasm of frontal sinus","readcode","CAN023"
15709,"B1...00","Malignant neoplasm of digestive organs and peritoneum","readcode","CAN023"
15711,"B510.00","Malignant neoplasm cerebrum (excluding lobes and ventricles)","readcode","CAN023"
15907,"B16z.00","Malignant neoplasm gallbladder/extrahepatic bile ducts NOS","readcode","CAN023"
15976,"B552.00","Malignant neoplasm of abdomen","readcode","CAN023"
15989,"B47z.12","Teratoma of testis","readcode","CAN023"
15991,"B506.00","Malignant neoplasm of choroid","readcode","CAN023"
16075,"B30z.00","Malignant neoplasm of bone and articular cartilage NOS","readcode","CAN023"
16105,"B160.00","Malignant neoplasm of gallbladder","readcode","CAN023"
16126,"B150000","Primary carcinoma of liver","readcode","CAN023"
16213,"B572.00","Secondary malignant neoplasm of pleura","readcode","CAN023"
16241,"B060.00","Malignant neoplasm of tonsil","readcode","CAN023"
16280,"B550400","Malignant neoplasm of neck NOS","readcode","CAN023"
16297,"B0z0.00","Malignant neoplasm of pharynx unspecified","readcode","CAN023"
16298,"B18z.00","Malignant neoplasm of retroperitoneum and peritoneum NOS","readcode","CAN023"
16416,"B681.00","Chronic leukaemia NOS","readcode","CAN023"
16500,"B58z.00","Secondary malignant neoplasm of other specified site NOS","readcode","CAN023"
16704,"B302.00","Malignant neoplasm of vertebral column","readcode","CAN023"
16760,"B58y000","Secondary malignant neoplasm of breast","readcode","CAN023"
16874,"B4...11","Carcinoma of genitourinary organ","readcode","CAN023"
16915,"B151.00","Malignant neoplasm of intrahepatic bile ducts","readcode","CAN023"
16967,"B432.00","Malignant neoplasm of overlapping lesion of corpus uteri","readcode","CAN023"
17056,"B6y0.11","Myeloproliferative disease","readcode","CAN023"
17182,"B627C11","Follicular lymphoma NOS","readcode","CAN023"
17391,"B221000","Malignant neoplasm of carina of bronchus","readcode","CAN023"
17460,"B627700","Diffuse non-Hodgkin's lymphoblastic (diffuse) lymphoma","readcode","CAN023"
17475,"B300A00","Malignant neoplasm of maxilla","readcode","CAN023"
17559,"B1z0.00","Malignant neoplasm of intestinal tract, part unspecified","readcode","CAN023"
17841,"B481.00","Malignant neoplasm of glans penis","readcode","CAN023"
17874,"B181.00","Mesothelioma of peritoneum","readcode","CAN023"
17887,"B62x.00","Malignant lymphoma otherwise specified","readcode","CAN023"
17912,"B042.00","Malignant neoplasm, overlapping lesion of floor of mouth","readcode","CAN023"
18231,"B540.11","Phaeochromocytoma","readcode","CAN023"
18314,"B30..00","Malignant neoplasm of bone and articular cartilage","readcode","CAN023"
18608,"B3...00","Malig neop of bone, connective tissue, skin and breast","readcode","CAN023"
18613,"B120.00","Malignant neoplasm of duodenum","readcode","CAN023"
18616,"B58y.00","Secondary malignant neoplasm of other specified sites","readcode","CAN023"
18617,"B51..00","Malignant neoplasm of brain","readcode","CAN023"
18619,"B137.00","Malignant neoplasm of splenic flexure of colon","readcode","CAN023"
18632,"B135.00","Malignant neoplasm of appendix","readcode","CAN023"
18658,"B562300","Secondary and unspec malig neop common iliac lymph nodes","readcode","CAN023"
18676,"B585000","Pathological fracture due to metastatic bone disease","readcode","CAN023"
18678,"B224000","Malignant neoplasm of lower lobe bronchus","readcode","CAN023"
18712,"B4A..11","Renal malignant neoplasm","readcode","CAN023"
18882,"B006.00","Malignant neoplasm of overlapping lesion of lip","readcode","CAN023"
19028,"B630100","Solitary myeloma","readcode","CAN023"
19140,"B614800","Hodgkin's nodular sclerosis of lymph nodes of multiple sites","readcode","CAN023"
19141,"B44..00","Malignant neoplasm of ovary and other uterine adnexa","readcode","CAN023"
19144,"Byu4.00","[X]Melanoma and other malignant neoplasms of skin","readcode","CAN023"
19162,"B493.00","Malignant neoplasm of anterior wall of urinary bladder","readcode","CAN023"
19226,"B513.00","Malignant neoplasm of parietal lobe","readcode","CAN023"
19318,"B112.00","Malignant neoplasm of pyloric antrum of stomach","readcode","CAN023"
19321,"B311300","Malignant neoplasm of connective and soft tissue of hand","readcode","CAN023"
19372,"B64..00","Lymphoid leukaemia","readcode","CAN023"
19389,"B3y..00","Malig neop of bone, connective tissue, skin and breast OS","readcode","CAN023"
19415,"B0...00","Malignant neoplasm of lip, oral cavity and pharynx","readcode","CAN023"
19423,"B35..00","Malignant neoplasm of male breast","readcode","CAN023"
19437,"B30z000","Osteosarcoma","readcode","CAN023"
19444,"Byu4100","[X]Malignant melanoma of skin, unspecified","readcode","CAN023"
19475,"B471.00","Malignant neoplasm of descended testis","readcode","CAN023"
19945,"B582.00","Secondary malignant neoplasm of skin","readcode","CAN023"
19974,"B660.00","Acute monocytic leukaemia","readcode","CAN023"
20092,"B04..00","Malignant neoplasm of floor of mouth","readcode","CAN023"
